Article_ID,Text
Nestle_525,"All of  this positively impacts the farms’ biodiversity by creating  natural habitats for plants and animals. Soil health can  be improved by reducing tillage, keeping the soil covered  using cover crops such as oats, mustard, clover, peas,  beans, amaranth or millet. Switching to multi-species  pastures, planting trees and hedgerows, and establishing  riparian buffers or silvopasture productions systems further  improves the carbon footprint and biodiversity of the farms. “Beyond this, when coupled with low-stress milk production  systems managed by skilled people, the practices that  are put in place to improve soil health can also boost milk  production and with that farmers’ livelihoods. Net zero farm pilot, South Africa “After just one year, the results of our pilot studies have  been very positive."
Nestle_530,"Our lead test farm in South Africa  reduced its cow herd by 100 animals, yet increased its total  milk yield by 12% since the start of the trial. It has reduced  emissions from electricity by 24% thanks to energy-saving  measures and seen a 53% increase in active carbon in the  soil, sequestering 4 700 additional tonnes of CO2. Significant  carbon sequestration potential remains. Chemical fertilizer  (mainly nitrogen) usage was lowered by 70%, being replaced  with a balanced introduction of additional organic fertilizers  from chicken manure. Pasture yields remain consistent."
Nestle_535,"“There were admittedly some challenges. Low rainfall meant  that in some fields, pastures needed to be re-established,  exposing the top soil and affecting the potential to improve  its health. There were also some practical problems  associated with the smell of the organic fertilizer and  administrative challenges in selling electricity to the grid. On balance, we are satisfied and the pilot farm interventions  are being replicated by other dairy farmers who have been  frequently visiting the pilot farm themselves. “This is an approach that genuinely has the potential   to contribute to a meaningful impact on climate change,  not just for Nestlé but for the whole industry."
Nestle_540,"NESTLÉ EXPERT Net zero dairy Transforming our   dairy supply chains Robert Erhard, Global Head of  Dairy, Corporate Sustainable  Agriculture Development  Arguably, the most important thing we have been  working on in dairy during 2021 has been the development  of net zero dairy farms. Our dairy supply chain is present  in 27 countries and we also work with our supply chains  through cooperatives around the world. In 2018, most of  our GHG emissions were Scope 3 and came from sourcing  ingredients. Dairy is the single biggest source of these  emissions, so tackling them can have a major impact on  our efforts to reach net zero. “We leverage our R&D expertise that ranges from  agricultural sciences, nutrition, food safety, analytics  through to product development to discover novel solutions  that help us to further reduce carbon emissions in dairy."
Nestle_545,"We are establishing research farms to test new solutions  that will be upscaled across over 30 reference farms around  the globe. On these everyday farms we test climate- friendly and regenerative agriculture farming practices  with academic partners and the farming community in the  respective geographic locations. Our aim is to transparently  transform these farms into net zero farms as a reference   for others to learn from. “Regional adaptation is important. The dairy footprint is  an accumulation of emissions coming from different steps  in the production system, each of which have a variety of  practices."
Nestle_550,"Equally, solutions need to take account of the Product portfolio and packaging  We are investing in science and technology solutions that  help reduce our carbon emissions. We look at different  areas, such as ingredients, production processes,  packaging and others. We assess R&D projects early   in their lifespans for potential impact on climate. Brands such as Garden Gourmet, our plant-based food  range, and the Nestlé Health Science brands Persona and  Garden of Life are leading the way in building agricultural  supply chains based on regenerative practices. Advocacy Throughout 2021, we engaged in climate-related advocacy  to encourage rapid and sustained reductions in GHG  emissions through government policies and private sector  leadership."
Nestle_555,"Examples include:  –Joining global calls to action in partnership with  organizations including the World Economic Forum,   We Mean Business and Glasgow is our Business  –Speaking at multiple events at COP26 to support   global progress on emissions reductions  –Market-level advocacy such as linking our net zero  ambition with Nationally Determined Contributions  in the Philippines and joining calls to action for  specific countries, including Japan, to speed up  emissions reductions  –Advocating for global carbon accounting rules that  incentivize companies in the land-use sector to invest  and collaborate at landscape level, through active  involvement in multi-stakeholder platforms and the  organization of two webinars on the topic 95% of our GHG emissions  come from activities in our  supply chain.We also joined the Taskforce on  Nature-related Financial Disclosures  working group in 2021 to advance  the collective understanding of how  to report on risks and dependencies  related to the natural environment. This complements our membership  of the Corporate Engagement  Program run by the Science Based  Targets Network. Outlook We will continue reducing our  GHG emissions across all scopes. This includes further developing  and implementing our approach to  Regenerative Agriculture and our  Forest Positive strategy. We will work with governments and  international organizations to help  implement promises made at the UN  climate change conference COP26,  particularly around reducing the risk  of deforestation and building a robust  and reliable carbon market."
Nestle_560,"One of  our main advocacy objectives for  2022 is to help place regenerative  food systems at the heart of national  climate plans and to encourage policy  makers to make it a central focus  for COP27 in Egypt. ADVANCING REGENERATIVE FOOD SYSTEMS AT SCALE            CONTRIBUTING TO NUTRITIOUS AND SUSTAINABLE DIETS            HELPING TO PROTECT, RENEW AND RESTORE NATURAL RESOURCES            STRENGTHENING COMMUNITIES           OPERATING RESPONSIBLY            Creating Shared Value and Sustainability Report 2021 23CASE STUDY The Cool Farm Tool:  Helping farmers  understand their  environmental footprint   Agriculture contributes significantly to global GHG  emissions. To help farmers deal with the new world   of climate-conscious agriculture, Nestlé’s internal experts  and external partners are using the Cool Farm Tool   to assess the footprint of our ingredients. This online GHG, water and biodiversity calculator,  developed by the Cool Farm Alliance in which Nestlé  participates, helps farmers assess their environmental  footprint. Farmers can get a better understanding of the  situation on their farm, revealing emissions hotspots and  potential mitigation approaches."
Nestle_565,"It is a useful tool for  working toward a healthier planet.CASE STUDY Farmers are proving it is possible The Net Zero Initiative is a program in the United States  co-funded by Nestlé. Here are some of the experiences   of farmers involved with the program: Jon Rebiero, Manager, Trinkler Dairy Farm,  California, United States “Our family has been dairy farming for three generations  and we have been supplying fresh milk to Carnation every  day since 2014 to make their evaporated milk. “Trinkler Dairy Farm is the first partner farm within the   Net Zero Initiative. We are piloting new technologies and  sustainable farming practices to show others that it is really  possible to make dairy farms emissions free. “Today on the farm, we use various sustainable practices:  all of our manure that is produced by the cows is either  used to fertilize crops or it is dried and used for bedding."
Nestle_570,"All the water that our farm produces is either used to  irrigate our crops or recycled back through the water  troughs and soakers. Nothing leaves the farm as waste.” “ All the practices we have introduced are  contributing to soil that is healthy, that is pulling  carbon out of the air and banking it. Not only  that, but the healthier soil then grows healthier  crops, which in turn, bank even more carbon  from the atmosphere.” Austin Allred, Royal Dairy Farmer, Washington, United StatesHelping to protect, renew and restore natural resources | Climate and nature NESTLÉ EXPERT The time is now  Patricia Stroup, Chief Procurement  Officer, Nestlé     I grew up on a dairy farm, and later spent 10 years as a  dairy farmer, co-owner and manager of dairy farms in North  Carolina and Pennsylvania. You could say that is where my  career was born. “My team at Nestlé and I believe that the best procurement  practices let us bring the best products to our consumers."
Nestle_575,"We have a three-pillar strategy: best supply, best value and  best care for the planet. The latter is where net zero farms   are key. “We have already begun informing our suppliers about our  net zero transition. We are encouraging them to embrace  lower-carbon, more sustainable farming practices, or we  will have to consider switching our sourcing to farms that  do. We recognize this transition will be a challenge for  farmers and are offering significant support, including  financial and technical help."
Nestle_580,"We realize each farm is unique. They will move at different speeds and need different  approaches and levels of support. But the direction of  travel is clear. We have seen what is possible – sectors  such as dairy can transform into low-carbon, zero- carbon or perhaps even carbon-negative industries with  higher productivity and multiple additional benefits to  communities and nature. Now that we know this, there   can be no turning back."
Nestle_585,"“It is an incredibly exciting time! ADVANCING REGENERATIVE FOOD SYSTEMS AT SCALE            CONTRIBUTING TO NUTRITIOUS AND SUSTAINABLE DIETS            HELPING TO PROTECT, RENEW AND RESTORE NATURAL RESOURCES            STRENGTHENING COMMUNITIES           OPERATING RESPONSIBLY            Creating Shared Value and Sustainability Report 2021 24Forests absorb approximately 2.6 billion tonnes of carbon  dioxide every year. This is the equivalent to one-third of the  CO2 released from burning fossil fuels. As home to 80%  of land-based species, forests are also just as critical to  the preservation of nature’s biodiversity, according to the  UN. They provide nutrition, shelter, energy, medicine and  livelihoods to around 1.6 billion people."
Nestle_590,"But as the global population grows, and demand for  food along with it, forests and other natural ecosystems  are increasingly at risk of being converted into farmland. Only through a broad approach that includes assessing  deforestation risks, forest conservation and restoration,  respecting community and land rights and investing in  sustainable production landscapes can we aim to support   a forest positive future. Approach  Launched in June 2021, our Forest Positive strategy    builds on our decade-long work to end deforestation   in our supply chains. Forest Positive means moving beyond just managing  deforestation risks in our supply chain to targeting a  positive impact on our broader sourcing landscapes. Our strategy aims to help conserve and restore the  world’s forests and natural ecosystems while promoting  sustainable livelihoods and respecting human rights,  including empowering Indigenous Peoples and Local  Communities to be stewards of critical natural ecosystems."
Nestle_595,"Understanding the drivers of deforestation and creating  the right incentives for forest conservation and the  preservation of natural ecosystems are key to our  approach. This is why we will go beyond our supply chain. Our actions will include rewarding suppliers for practices  that keep trees standing, regenerate the land and  respect human rights.I. Deforestation-free   supply chains  We will achieve and maintain 100% deforestation- free supply chains using tools such as supply chain  mapping, on-the-ground assessments, certification  and satellite monitoring. By 2022 for meat, palm oil, pulp and paper,  soya and sugar primary supply chains By 2025 for coffee and cocoa II."
Nestle_600,"Long-term forest   conservation and restoration   in our supply chains  We will ensure proactive action to help keep forests  standing and restore degraded forests and natural  ecosystems while respecting the rights of Indigenous  Peoples and Local Communities. Nestlé will grow 200 million trees by 2030 III. Sustainable landscapes We will embark on Forest Positive engagement at  scale to help transform the key landscapes we source  from for the future. Nestlé will support 15 sustainable landscape  initiatives by 2023FOCUS SECTION  Forest PositiveHelping to protect, renew and restore natural resources | Climate and nature Global Reforestation Program Our Global Reforestation Program (GRP)  aims to grow 200 million trees by 2030  in our sourcing landscapes. This is a  key part of our Forest Positive strategy."
Nestle_605,"By helping to conserve and restore  natural ecosystems in our production  regions and improve agricultural  production, we aim to create a positive  impact on people, nature and climate. Our projects will include growing trees  to restore natural forest landscapes,  introducing agroforestry systems for  suitable crops such as cocoa and  coffee, and supporting other natural  ecosystem restoration activities. The  projects will also have co-benefits,  including helping to improve soil health  and water conservation, restoring  degraded lands, contributing to  biodiversity, mitigating climate change  and supporting local livelihoods and  the rights of Indigenous People and  Local Communities. So that planted trees can survive  and thrive, we follow a project  cycle for every intervention, which  includes country- and project- level assessments and stakeholder  engagement to ensure proper  selection of the projects and  the places where we implement  them, as well as long-term  monitoring of impact. For each project, verification or  certification processes ensure  that a robust set of carbon  best practice principles are  implemented and respected."
Nestle_610,"Phase 4  Implementation   and monitoring Phase 2  Pre-feasibility  studyPhase 3 Project activation  Phase 1  Investigation Phase 1: Steps of  initial investigation  –Map Nestlé’s sourcing locations  –Conduct investigation and scoping  –Identify project opportunities  in a country or region meeting  project criteria  –Conduct due-diligence screening  for carbon-claims challenges and  opportunities due to local contextPhase 3: Process to  activate a project  –Develop project design document  and monitoring plan, to include:   –Detailed project plan  –Timelines  –Costs  –Carbon calculations  –Sign contract and scope of work  –Allocate funding  –Activate partners and  local partnerships Phase 2: Elements assessed   in pre-feasibility study  –Insetting eligible* locations  –Scale of reforestation potential  –Carbon sequestration potential  –Indicative project costs  –Risks  –Environmental and social   co-benefit opportunities  –Applicable carbon  accounting methodologiesPhase 4: Actions to  implement and monitor  –Grow seedlings in nurseries  –Plant trees  –Conduct short- and long-term  monitoring of trees planted,  carbon sequestered and other  co-benefit outcomesGlobal Reforestation Program phasesThe conservation and restoration of forests and other key  natural ecosystems forms part of our Net Zero Roadmap . Sustainable livelihoods and respecting human rights are  part of our Human Rights Framework and Roadmap . Our Forest Positive strategy * The Nestlé Insetting Framework allows us to  identify which Natural Climate Solutions projects  to invest in and implement in collaboration with  our partners and suppliers along our value chain. Our Global Reforestation Program aims to plant 200 million trees by 2030 in our sourcing landscapes to create a positive   long-term impact on people, nature and the climate. Projects will help restore natural forest landscapes, introduce  agroforestry systems for suitable crops and support other natural ecosystem restoration activities."
Nestle_615,"ADVANCING REGENERATIVE FOOD SYSTEMS AT SCALE            CONTRIBUTING TO NUTRITIOUS AND SUSTAINABLE DIETS            HELPING TO PROTECT, RENEW AND RESTORE NATURAL RESOURCES            STRENGTHENING COMMUNITIES           OPERATING RESPONSIBLY            Creating Shared Value and Sustainability Report 2021 25Helping to protect, renew and restore natural resources | Climate and nature Our progress toward deforestation-free primary supply chains  Background  In 2010, Nestlé committed to  deforestation-free primary supply  chains. Our Responsible Sourcing  Standard is the tool that we use to  operationalize our commitment. Objectives Our objective is to ensure that  the raw materials that we buy do  not originate from:  –Areas converted from High Carbon  Stock forests and habitat such as  peatland, wetlands and savannas  –Areas converted from  natural ecosystems  –Peatlands of any depth, except where  farming practices protect peat –International Union for  Conservation of Nature-protected  areas categories I-IV  –UNESCO World Heritage Sites   and wetlands on the Ramsar List Cut-off dates  –Meat, palm oil, pulp and paper, sugar:  December 31, 2015  –Soya: Aligned to sectoral cut-off dates  where they exist (e.g. Amazon Soy  Moratorium). When no sectoral cut- off date exists, we apply December 31,  2015 as a cut-off date Our approach  To implement our no-deforestation  commitment, we take a risk-based  approach."
Nestle_620,"We map our supply chains to know where the raw materials that we  buy come from. In at-risk origins, we   take steps to verify that our purchases  are not contributing to deforestation   or conversion of natural habitats. Based on this approach, the  following volumes are assessed as  deforestation-free:  Traceable to low-risk origin = Volumes  have been traced back to regions  classified as at low risk of deforestation  using tools such as Maplecroft. The  traceability exercise is carried out in  collaboration with our partners (e.g. Earthworm Foundation and Proforest) or  using technology (e.g."
Nestle_625,"SupplyShift). Assessed on the ground = Volumes  have been assessed through on-the-ground assessments, including by  High Carbon Stock Approach and High  Conservation Value assessments, by our  partners (e.g. Earthworm Foundation,  Proforest, SGS) and/or through  certification such as Roundtable on  Responsible Soy and Proterra (soya),  Forestry and Stewardship Council   and PEFC (paper) and Roundtable   on Sustainable Palm Oil. Only   segregated volumes are accepted   as deforestation-free. Assessed from the sky = Volumes  have been assessed through satellite  monitoring of production sites (farms,  mills or supply area) in our supply chain  identified through a traceability exercise."
Nestle_630,"Unknown = Not traced or being traced  but not yet deforestation-free. 90% assessed as deforestation-free 423 kilotonnes 98% assessed as deforestation-free 521 kilotonnes98% assessed as deforestation-free 1 238 kilotonnes 99% assessed as deforestation-free 243 kilotonnes97% assessed as deforestation-free 4.3 million tonnes9% 2%2% 1%1% 80%94% 99%83%6% 18%4%3% Unknown55% Traceable to   low-risk   origins25% Assessed   from the   sky 16% Assessed   on the   groundDeforestation-free   by 2022  commitment status EY reviewed   for consistency Palm   oilPulp and   paper Soya Meat 98% assessed as deforestation-free 1 864 kilotonnes3%30% 29%38% SugarPerformance  To date, 97.2% of our primary supply  chains have been assessed as being  deforestation-free across our five  key raw materials: meat, palm oil,  pulp and paper, soya and sugar. We  are expanding the use of satellite  technology to monitor our coffee-  and cocoa-sourcing landscapes  for deforestation risks, starting  with the Americas. We continued our work on landscape  initiatives, including in the critical  conservation and restoration of  the Cavally Forest Reserve in Côte  d’Ivoire, and have made other  important investments as part of our  action plan to support the Cocoa  and Forests Initiative to help end  deforestation and restore forests  in Côte d’Ivoire and Ghana. We  also completed forest footprints in  Sumatra and the North and East  Kalimantan provinces of Indonesia."
Nestle_635,"In 2021, we formed an external  advisory council of independent  experts to advise on the  implementation of our Forest  Positive strategy. Global Reforestation Program  For our  initial projects, we have partnered with global  tree-planting experts such as One Tree Planted and PUR  Projet, as well as carbon accounting initiatives Biodiverse  Carbon and South Pole. Together, we have set the foundations for a long-term,  credible and robust program. One example is a project  recently launched in the Philippines, where we have secured  2.5 million bamboo clumps and one million native trees in one  of our coffee-sourcing regions. Bamboo thrives in degraded  lands and sequesters carbon quickly."
Nestle_640,"It also provides  livelihood opportunities by harvesting the top of the plant   to make paper, wood or textile products. In 2021, we also started a reforestation project in Nicaragua,  where we have secured 8.6 million trees for planting. We  also secured 7.5 million trees for planting in Colombia and  five million trees in Honduras. To date, our projects have  secured a total of 24.6 million trees for planting in regions  we source from, contributing toward our overall reforestation  goal with 9.3 million tonnes of CO2e removals initiated over  project lifetimes. 24.6 Million trees secured   for planting in 2021 9.3 Million tonnes CO2e secured  through tree-planting  projects initiated EY reviewed   for consistency EY reviewed   for consistency EY reviewed   for consistency EY reviewed   for consistency EY reviewed   for consistency EY reviewed   for consistency EY reviewed   for consistency       ADVANCING REGENERATIVE FOOD SYSTEMS AT SCALE            CONTRIBUTING TO NUTRITIOUS AND SUSTAINABLE DIETS            HELPING TO PROTECT, RENEW AND RESTORE NATURAL RESOURCES            STRENGTHENING COMMUNITIES           OPERATING RESPONSIBLY            Creating Shared Value and Sustainability Report 2021 26Helping to protect, renew and restore natural resources | Climate and nature  Securing community land rights represents a  critical and cost-effective solution to conserving forests,  sequestering carbon and contributing to the prosperity  of billions of rural rights-holders by 2030."
Nestle_645,"By prioritizing  community rights, companies like Nestlé can advance  their vision of a forest positive future as well as global  conservation and climate goals. “Making up a global population of 2.5 billion, Indigenous  Peoples, local communities and Afro-descendant Peoples  customarily claim almost half of the world’s lands and  forests yet have legal rights to less than 20%. “Customary and formal claims frequently overlap with  companies’ sourcing areas, restricting positive forest and  livelihood outcomes in supply chains. Furthermore, few  countries explicitly recognize communities’ rights to carbon  in customary lands. “While companies struggle to monitor these local and  persistent impacts, emerging legislation in the European  Union and United Kingdom targeting human rights and  deforestation violations will challenge the agricultural sector  to address lands rights issues."
Nestle_650,"“At the same time, recognition of the rights of local peoples  represents a powerful solution to achieving forest positive  strategies. Forests owned or managed by communities  have lower rates of deforestation and higher levels of  biodiversity, yet investment in securing collective land  tenure languishes relative to other priorities. “By leveraging supply chains and influence, as well as  by financially supporting land rights efforts, companies  like Nestlé can make even more progress toward a forest  positive future. EXTERNAL EXPERT Securing land rights How supporting   Indigenous Peoples  can help achieve   climate and nature goals Andy White, Former  Rights and Resources  Group, Coordinator   and Bryson Ogden, Rights  and Resources Group,  Associate Director,  “Forests owned or managed by  communities have lower rates  of deforestation and higher  levels of biodiversity.”Outlook  Over the last 10 years we have gained a better  understanding of the dynamics and drivers of  deforestation, as well as effective tools to assess  risks and address them. This knowledge will  help bridge the small remaining gap between  97.2% and 100% deforestation-free primary  supply chains for meat, palm oil, pulp and paper,  soya and sugar by 2022, as well as for coffee  and cocoa by 2025."
Nestle_655,"We have committed to carrying out a global  forest footprint for key forest-risk areas in  and around our supply chains by the end of  2023. Learnings from our forest footprints in  Sumatra and North and East Kalimantan in  Indonesia are already informing our Forest  Positive strategy. This will help us identify areas  of future risk and opportunities for forests,  peatlands and customary land rights in and  around our supply chains and take proactive  action. In 2022, we will develop and publish an  action plan on Indigenous Peoples and Local  Communities’ land rights. We are evaluating and validating restoration  opportunities in our sourcing landscapes and  considering other metrics beyond carbon  removal, such as for biodiversity, water quality,  livelihoods and Indigenous Peoples and Local  Communities’ land rights."
Nestle_660,"We require long-term  monitoring for our Global Reforestation projects  as it takes time for trees to grow and sequester  carbon, and because we need to ensure the  permanence of the impacts. We continue to be involved in the Consumer  Goods Forum Forest Positive Coalition,  the Cocoa and Forest Initiative, the Cocoa  Coalition and the Tropical Forest Alliance as we  advocate for greater transparency and more  collective action from companies, governments  and civil society. Our global forest footprints help us to identify areas  of future risk and opportunities for forests, peatlands  and customary land rights near our supply chains. NESTLÉ EXPERT Connecting carbon,  communities and  landscapes    Emily  Kunen, Global Climate   Delivery Leader, Forests and   Global Sustainable Sourcing  Leader, Palm Oil     Our reforestation efforts are focused in and around  our supply chains. These are projects connected to our  business activities and build upon a decade’s work to  map and create more responsible supply chains."
Nestle_665,"We  have developed an insetting framework that helps us  focus our actions. Read more about our partners and projects We aim to grow 200 million trees by 2030 to restore natural forests. ADVANCING REGENERATIVE FOOD SYSTEMS AT SCALE            CONTRIBUTING TO NUTRITIOUS AND SUSTAINABLE DIETS            HELPING TO PROTECT, RENEW AND RESTORE NATURAL RESOURCES            STRENGTHENING COMMUNITIES           OPERATING RESPONSIBLY            Creating Shared Value and Sustainability Report 2021 27We joined the Taskforce on Nature-related Financial  Disclosures working group in 2021, to advance collective  understanding of how to report on risks and dependencies  related to the natural environment. Working closely with a team from the International Union  for Conservation of Nature (IUCN), Nespresso developed  a Biodiversity Performance framework to identify species,  habitats and related ecosystems services that are priorities  for company actions across coffee landscapes. It also  covers high-priority impacts, such as the loss of forest  habitats and waterways."
Nestle_670,"Global aggregation of data related to regenerative and  organic agriculture (measuring native soil invertebrates  and native insect populations), and conserving natural  landscapes (benefiting people and habitats) will provide a  comprehensive picture of impacts on biodiversity.Approach  Regenerative agriculture is an approach to farming that  aims to improve soil health and soil fertility, as well as  protecting water resources and biodiversity. Restoring soil  health helps draw down and capture increased levels of  carbon in soils and plant biomass. Healthier soils are also  more resilient to the impacts of climate change and can  increase yields, helping improve farmers’ livelihoods. We know that regenerative agriculture plays a critical role in  improving soil health, restoring water cycles and increasing  biodiversity for the long term. These outcomes form the  foundation of sustainable food production and contribute to  achieving our ambitious climate targets."
Nestle_675,"This is why Nestlé  is investing CHF 1.2 billion by 2025 to spark regenerative  agriculture across the company’s supply chain. Our approach will always seek to put farmers at the center  – supporting solutions that are right for their regions and  crops. This is why we have 540 sourcing specialists and  more than 4500 support staff that are assisting with the  transition toward regenerative agriculture. Our strategy begins with pilot studies at farms to validate  new technologies and nature-based solutions. As pilots  prove successful we are expanding into reference farms  of agripreneurs, or entrepreneurial farmers, in different  countries and regions across the world, as soils and climate  requirements will differ."
Nestle_680,"From reference farms we try to  scale the approach to the larger agripreneur community,  helping to further advance and improve their business  models. We plan to roll this out at scale through our Farmer  Connect program, with this transformation benefiting the  larger community. We are also encouraging industry alignment on common  frameworks and metrics for regenerative agriculture. Performance  We are piloting net zero dairy farms to assess the potential  for farms to be managed in a regenerative way that is not  only carbon neutral, but carbon negative. Our efforts to advocate for regenerative agriculture  continued in 2021, including organizing an independent  dialogue on the subject as part of the UN Food Systems  Summit and at the United Nations climate forum COP26  and organizing other policy discussions, such as on  the formation of the European Commission’s Farm  to Fork strategy."
Nestle_685,"We contributed to industry efforts  at aligning frameworks and actions on regenerative  agriculture through forums such as the Sustainable  Agriculture Initiative Platform and by supporting the  launch of REGEN 10, an acceleration platform for scaling  regenerative and resilient food systems to 50% of world  production in a decade. Regenerative agriculture at Nestlé Biodiversity  Increase plant and animal biodiversity   above and below the ground Soil Scale-up farming practices that help protect  soil health and increase soil organic matter Water Reduce chemical farm inputs, optimize   organic fertilization, biological pest control   and irrigation techniquesLivestock Integrate livestock and optimize grazing   in farming systems where feasibleFOCUS SECTION  Regenerative agricultureHelping to protect, renew and restore natural resources | Climate and nature Nespresso has developed  a Biodiversity Performance  framework with the IUCN. FarmerOutlook  By 2025, Nestlé will invest CHF 1.2 billion to spark  regenerative agriculture across our supply chains. We will fund pilot projects and co-invest with farmers  to help them transition to regenerative agriculture,  as well as pay premiums for regenerative agriculture  goods. These actions are important for boosting the  market for regenerative raw materials and enhancing  farmer livelihoods."
Nestle_690,"On biodiversity, Nestlé will continue following and  contributing to the development of a robust framework  for making science-based targets on nature. An internal  working group will assess the comprehensiveness   of existing commitments on climate and nature   and determine potential further steps in this area. ADVANCING REGENERATIVE FOOD SYSTEMS AT SCALE            CONTRIBUTING TO NUTRITIOUS AND SUSTAINABLE DIETS            HELPING TO PROTECT, RENEW AND RESTORE NATURAL RESOURCES            STRENGTHENING COMMUNITIES           OPERATING RESPONSIBLY            Creating Shared Value and Sustainability Report 2021 28CASE STUDY Educating suppliers   on our vision of   climate change and  regenerative agriculture  We spent a good deal of time in 2021 helping our core  suppliers become more aware of the threat of climate  change and adopt more regenerative agricultural practices. The process for suppliers is not easy. They have to ensure  that their supply chains and farmers are making changes."
Nestle_695,"The first step toward this is fully understanding the changes  that are required. We published a major FAQ document   and held webinars to answer questions, with hundreds   of vendors participating. We also support projects to help suppliers learn more  sustainable practices. For example, the Earthworm  Foundation’s Living Soils Initiative (Projet Sols Vivant) works  with some 30 farmers producing potatoes, sugar beet,  wheat and vegetables in the north of France, providing  technical support and financial tools to help the farmers  improve soil health and, in doing so, hold more carbon in  the soil. Retaining carbon not only prevents carbon dioxide  from being released into the atmosphere, where it can  contribute to climate change, but also enhances water  retention and helps release nutrients for plant growth,  increasing crop yields."
Nestle_700,"In the United States, our Purina PetCare brand started  a project to support environmental stewardship on  50 000 acres of farmland. We work with farmers and  agriculture retailers to help them adopt sustainable  practices. The project measures the outcomes of their  sustainability efforts, quantifying the impact of conservation  practices across areas such as nitrogen efficiency,  erosion, soil quality, greenhouse gas emissions and  carbon sequestration. Overall, we plan to invest CHF 3.2 billion by 2025 to  address climate change, and CHF 1.2 billion of that  is targeted at sparking more regenerative agriculture  practices across our supply chain. With 115 projects co- financed by Nestlé and vendors, we expect that by 2030,  half of our key agricultural raw materials will come from  regenerative sources.“We’ve spent a lot of time  building internal expertise on  climate – training our buyers  and category team members  and creating awareness – so  we can go out and engage with  our vendors on these topics."
Nestle_705,"Now the focus is on educating  and training suppliers and  ramping up initiatives. It’s all  part of our determination to  get regenerative agriculture  moving in the right direction.”  Arnd Weinlaeder, Purchasing  Group Manager, NestléCASE STUDY Learning from the birds  to restore biodiversity  Birds are a good indicator of healthy coffee farms. If birds  are doing well, the populations of other animals are likely  doing well too, with benefits to water, soil and forests. This  is why Nespresso has been collaborating with the Cornell  Lab of Ornithology at Cornell University in Ithaca, New  York, United States to develop a Biodiversity Progress Index  using avian observation. The first implementation of the Index has been in Costa  Rica and Colombia, where a program called Nuestro Café,  Nuestras Aves (Our Coffee, Our Birds) was rolled out."
Nestle_710,"The program deployed more than 80 sound-recording  units to collect and analyze audio recordings of birdsong,  and engaged with farmers and family members on bird- counting projects and other activities. So far, communities  have found more than 200 species of birds on participating  AAA coffee farms, bringing home the idea that thriving bird  populations go hand in hand with healthy coffee farms. Based on the results of the index, regenerative practices  will be implemented to foster and restore biodiversity in  AAA coffee production landscapes.But this is just the tip of the iceberg. Nespresso has  profoundly embraced the idea of supporting biodiversity  and has recently finished an 18-month long consultation  process with the IUCN. The outcome is a framework   that will help Nespresso monitor biodiversity performance  at a total company level."
Nestle_715,"Learn more about biodiversity at Nespresso “One thing I’ve come to appreciate is the  relationship between high-quality coffees,  healthy ecosystems and thriving communities. Biodiversity supports the ecological services  that farmers, their coffee crops, the communities  and ultimately all of us depend on.” Guillaume le Cunff, CEO, Nespresso Helping to protect, renew and restore natural resources | Climate and nature Long-tailed Manakin   by Guillermo Saborio   Vega / Macaulay Library. ADVANCING REGENERATIVE FOOD SYSTEMS AT SCALE            CONTRIBUTING TO NUTRITIOUS AND SUSTAINABLE DIETS            HELPING TO PROTECT, RENEW AND RESTORE NATURAL RESOURCES            STRENGTHENING COMMUNITIES           OPERATING RESPONSIBLY            Creating Shared Value and Sustainability Report 2021 29WaterNestlé Waters will  advance the regeneration  of the water cycle to help  create a positive water  impact everywhere  our waters business  operates by 2025 Across Nestlé, we will  continue to work to  achieve good water  resource management  throughout our  operations and  agricultural supply chainsWater use reduction in factories   (million m3) 1.69 2.30 2020 202119 Nestlé Waters sites certified   to the AWS Standard   (41 in 2020. Reduction is due   to divestment of our North   American waters business)Our performance SDG contributions  Helping to protect, renew and restore natural resources Protecting the quality  of natural waters  and stewarding  water resources is  deeply connected to  regeneration. We rely  on water throughout  our agricultural supply  chains and operations  and recognize our role in  helping to ensure access  to sufficient clean water."
Nestle_720,"Background  Water is a finite natural resource. We recognize the  need to play our part in helping to protect, restore and  renew water sources: in Nestlé Waters, our bottled-water  business; throughout our agricultural supply chain and  production operations; and in the communities wherever  Nestlé has an impact. As the climate changes and populations grow, the  availability of clean, safe water is under threat. Water stress,  where demand exceeds the amount of good quality water  available, is a growing problem. By 2050, it is estimated  that more than half the world’s population will be affected  by water stress unless action is taken."
Nestle_725,"Often, it is the most  vulnerable communities – those lacking infrastructure and  most exposed to increasing annual temperatures – that  face the most challenging water-related impacts. Water is a vital resource for farmers – without it they cannot  grow the raw materials we source to produce our foods   and beverages. In fact, agriculture accounts for 70% of all  water withdrawals worldwide and agricultural inputs such  as fertilizers can also affect the quality of water sources. In some regions, increased water consumption to grow and  produce food for an expanding and increasingly urbanized  population is contributing to increased pressure on the  natural water cycle. The water cycle does not operate in isolation."
Nestle_730,"Forests help  regulate precipitation – for example, about half of Europe’s  rainfall comes from forest evapotranspiration. Disruptions  to the water cycle can impact livelihoods, through drought  or flooding. It is estimated that up to one million species  rely on freshwater habitats. Millions more, including  humans, rely on these species as a food source. Taking a local approach to water management supports  farmers and communities where it is needed most and has  the potential to positively effect natural water cycles."
